repo_name,owner,language,size_bytes,relative_size,created_at,stars
Genesis,Genesis-Embodied-AI,GLSL,32054,0.012358421203401939,2023-10-31T03:33:11Z,24958
Genesis,Genesis-Embodied-AI,Cython,10003,0.0038566571191623387,2023-10-31T03:33:11Z,24958
Genesis,Genesis-Embodied-AI,Dockerfile,3858,0.0014874520809485456,2023-10-31T03:33:11Z,24958
Genesis,Genesis-Embodied-AI,HTML,1816,0.0007001588851743284,2023-10-31T03:33:11Z,24958
Genesis,Genesis-Embodied-AI,Shell,624,0.00024058322926694985,2023-10-31T03:33:11Z,24958
autocomplete,withfig,TypeScript,102746938,0.9999908903224606,2020-09-29T02:21:06Z,24906
autocomplete,withfig,Dockerfile,814,7.92230503961571e-06,2020-09-29T02:21:06Z,24906
autocomplete,withfig,JavaScript,64,6.228839343186799e-07,2020-09-29T02:21:06Z,24906
autocomplete,withfig,Shell,58,5.644885654763036e-07,2020-09-29T02:21:06Z,24906
marker,VikParuchuri,Python,507741,0.9786457731004973,2023-10-30T20:14:08Z,24880
marker,VikParuchuri,HTML,9011,0.017368258740989167,2023-10-30T20:14:08Z,24880
marker,VikParuchuri,Shell,2068,0.00398596815851355,2023-10-30T20:14:08Z,24880
semantic-kernel,microsoft,C#,14219194,0.6725068351755957,2023-02-27T17:39:42Z,24355
semantic-kernel,microsoft,Python,6463982,0.30571859962329917,2023-02-27T17:39:42Z,24355
semantic-kernel,microsoft,Jupyter Notebook,349480,0.016528903730912398,2023-02-27T17:39:42Z,24355
